Total NoC latency is	1.35e-07	s
Total NoC latency is	1.3625e-07	s
Total NoC latency is	1.3625e-07	s
Total NoC latency is	1.3625e-07	s
Total NoC latency is	1.3625e-07	s
Total NoC latency is	1.3625e-07	s
Total NoC latency is	1.3625e-07	s
Total NoC latency is	1.3625e-07	s
Total NoC latency is	1.3625e-07	s
Total NoC latency is	1.3625e-07	s
Total NoC latency is	1.3625e-07	s
Total NoC latency is	6e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
