Total NoC power is	0.001752405	W
Total NoC power is	0.001584225	W
Total NoC power is	0.001584225	W
Total NoC power is	0.001584225	W
Total NoC power is	0.001584225	W
Total NoC power is	0.001584225	W
Total NoC power is	0.001584225	W
Total NoC power is	0.001584225	W
Total NoC power is	0.001584225	W
Total NoC power is	0.001584225	W
Total NoC power is	0.001584225	W
Total NoC power is	0.00129171	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0	W
